WORK_ID,STATE_ID,STATE_NAME,CONSTITUENCY_ID,CONSTITUENCY,MP_ID,MP_NAME,WORK_CATEGORY,ACTIVITY_NAME,WORK_DESCRIPTION,WORK_STAGE,RECOMMENDED_AMOUNT,SANCTION_AMOUNT,ACTUAL_AMOUNT,TOTAL_FUND_DISBURSED_AMT,ACTUAL_TO_SANCTION_RATIO,DISBURSED_TO_SANCTION_RATIO,RECOMMENDED_TO_SANCTION_RATIO,PAYMENT_COUNT,UNIQUE_VENDOR_COUNT,PAYMENT_SUCCESS_COUNT,PAYMENT_IN_PROGRESS_COUNT,PAYMENTS_PER_30_DAYS,PAYMENTS_PER_100_DAYS,RECOMMENDATION_DATE,SANCTION_DATE,COMPLETION_DURATION_DAYS,PAYMENT_AFTER_REPORTED_COMPLETION_DAYS,COMPLETION_BEFORE_LAST_PAYMENT,PEER_COUNT,PEER_MEDIAN_SANCTION,PEER_MEAN_SANCTION,SANCTION_PEER_Z_SCORE,SANCTION_TO_PEER_MEDIAN,MISSING_FIELD_COUNT,ATTACH_ID,FILE_STATUS,RULE_CANDIDATE,RULE_SCORE,RULE_SEVERITY,STAT_CANDIDATE,STAT_SCORE,STAT_SEVERITY,ML_CANDIDATE,ML_PERCENTILE,ML_SEVERITY,INDEPENDENT_SIGNAL_COUNT,DETECTOR_AGREEMENT,HYBRID_RISK_SCORE,HYBRID_RISK_LEVEL,INVESTIGATION_PRIORITY,INVESTIGATION_CANDIDATE,PEER_DATA_SUFFICIENT,SCORE_REGIME,DATA_QUALITY_TIER,DETECTOR_EVIDENCE,FACTUAL_EVIDENCE,VERIFICATION_FLAGS,INVESTIGATION_SUMMARY
313337,33,Uttar Pradesh,434,SANT KABIR NAGAR,3042528,LAXMIKANT PAPPU NISHAD,Normal/Others,NA-Street lights,installation of high mask light at various places in Ram nagar block (list attached),Pending for Sanction,22800000.0,22800000.0,,,,,1.0,,,,,,,2026-09-08,,,,0,2163,21497.0,51645.46000924642,46.09164850179592,1060.6131088058798,6,,,1,35.0,MEDIUM,1,35.0,MEDIUM,0,96.67422524565382,LOW,2,TWO METHODS AGREE,92.9,CRITICAL,P1,1,1,STANDARD,LOW,Rule detector produced a candidate signal with score 35.0; Statistical detector produced a candidate signal with score 35.0.,"Recommended amount: ₹22,800,000.00. Sanction amount: ₹22,800,000.00. Recommendation date: 2026-09-08. Peer-group size used by the feature set: 2,163. Peer median sanction amount: ₹21,497.00. Peer mean sanction amount: ₹51,645.46. Sanction peer z-score: 46.09. Missing-field count: 6. Attachment identifier is not present in the available record.",1. Confirm findings against original government records and supporting documents.,"Uttar Pradesh | SANT KABIR NAGAR | MP: LAXMIKANT PAPPU NISHAD. Hybrid risk level: CRITICAL; hybrid score: 92.90; detector agreement: TWO METHODS AGREE. This record is an investigation candidate requiring verification, not a finding of fraud or corruption."
256770,30,Tamil Nadu,385,KARUR,3019169,Smt S Jothimani,Normal/Others,NA-Purchase of books and periodicals for libraries/digitization of library books,Purchase of books (Maamanidhar Nehru History and Kamarajar oru Sagaaptham) for Libraries in Manapparai ,Pending for Sanction,100000.0,100000.0,,,,,1.0,,,,,,,2026-01-02,,,,0,110,10000.0,50077.66363636364,0.2025254973496938,10.0,6,,,1,35.0,MEDIUM,1,35.0,MEDIUM,0,32.96353703225313,NONE,2,TWO METHODS AGREE,73.8,CRITICAL,P1,1,1,STANDARD,LOW,Rule detector produced a candidate signal with score 35.0; Statistical detector produced a candidate signal with score 35.0.,"Recommended amount: ₹100,000.00. Sanction amount: ₹100,000.00. Recommendation date: 2026-01-02. Peer-group size used by the feature set: 110. Peer median sanction amount: ₹10,000.00. Peer mean sanction amount: ₹50,077.66. Sanction peer z-score: 0.20. Missing-field count: 6. Attachment identifier is not present in the available record.",1. Confirm findings against original government records and supporting documents.,"Tamil Nadu | KARUR | MP: Smt S Jothimani. Hybrid risk level: CRITICAL; hybrid score: 73.80; detector agreement: TWO METHODS AGREE. This record is an investigation candidate requiring verification, not a finding of fraud or corruption."
260649,27,Gujarat,125,AHMEDABAD WEST(SC),3042330,DINESHBHAI MAKWANA,Normal/Others,NA-Installing tube-wells and borewells,"Vraj vallabhpura ni Chali, India colony ward Tube wells water water percolating well work",Pending for Sanction,1000000.0,1000000.0,,,,,1.0,,,,,,,2026-01-21,,,,0,30,150000.0,190166.66666666663,3.5196104999681155,6.666666666666667,6,,,1,35.0,MEDIUM,1,35.0,MEDIUM,0,32.54303127720849,NONE,2,TWO METHODS AGREE,73.7,CRITICAL,P1,1,1,STANDARD,LOW,Rule detector produced a candidate signal with score 35.0; Statistical detector produced a candidate signal with score 35.0.,"Recommended amount: ₹1,000,000.00. Sanction amount: ₹1,000,000.00. Recommendation date: 2026-01-21. Peer-group size used by the feature set: 30. Peer median sanction amount: ₹150,000.00. Peer mean sanction amount: ₹190,166.67. Sanction peer z-score: 3.52. Missing-field count: 6. Attachment identifier is not present in the available record.",1. Confirm findings against original government records and supporting documents.,"Gujarat | AHMEDABAD WEST(SC) | MP: DINESHBHAI MAKWANA. Hybrid risk level: CRITICAL; hybrid score: 73.70; detector agreement: TWO METHODS AGREE. This record is an investigation candidate requiring verification, not a finding of fraud or corruption."
307395,27,Gujarat,132,BHARUCH,3018995,Mansukhbhai Dhanjibhai Vasava,Normal/Others,NA-Installing tube-wells and borewells,hanumanji mandir faliyamaa bore motor - 500000 ane water tank - 500000 nu kaam,Pending for Sanction,1000000.0,1000000.0,,,,,1.0,,,,,,,2026-08-23,,,,0,30,150000.0,190166.66666666663,3.5196104999681155,6.666666666666667,6,,,1,35.0,MEDIUM,1,35.0,MEDIUM,0,32.54303127720849,NONE,2,TWO METHODS AGREE,73.7,CRITICAL,P1,1,1,STANDARD,LOW,Rule detector produced a candidate signal with score 35.0; Statistical detector produced a candidate signal with score 35.0.,"Recommended amount: ₹1,000,000.00. Sanction amount: ₹1,000,000.00. Recommendation date: 2026-08-23. Peer-group size used by the feature set: 30. Peer median sanction amount: ₹150,000.00. Peer mean sanction amount: ₹190,166.67. Sanction peer z-score: 3.52. Missing-field count: 6. Attachment identifier is not present in the available record.",1. Confirm findings against original government records and supporting documents.,"Gujarat | BHARUCH | MP: Mansukhbhai Dhanjibhai Vasava. Hybrid risk level: CRITICAL; hybrid score: 73.70; detector agreement: TWO METHODS AGREE. This record is an investigation candidate requiring verification, not a finding of fraud or corruption."
283819,20,Madhya Pradesh,228,SAGAR,3042391,DR. LATA WANKHEDE,Normal/Others,NA-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Gram Panchayat Gopalpur ke gram  gopalpur me sthit Shamshan Ghat ki Boundriwall Nirman Karya hetu,Pending for Sanction,1000000.0,1000000.0,,,,,1.0,,,,,,,2026-05-26,,,,0,60,207638.0,271249.4666666667,5.343187906282712,4.816074129012994,6,,,1,35.0,MEDIUM,1,35.0,MEDIUM,0,32.52389563420305,NONE,2,TWO METHODS AGREE,73.7,CRITICAL,P1,1,1,STANDARD,LOW,Rule detector produced a candidate signal with score 35.0; Statistical detector produced a candidate signal with score 35.0.,"Recommended amount: ₹1,000,000.00. Sanction amount: ₹1,000,000.00. Recommendation date: 2026-05-26. Peer-group size used by the feature set: 60. Peer median sanction amount: ₹207,638.00. Peer mean sanction amount: ₹271,249.47. Sanction peer z-score: 5.34. Missing-field count: 6. Attachment identifier is not present in the available record.",1. Confirm findings against original government records and supporting documents.,"Madhya Pradesh | SAGAR | MP: DR. LATA WANKHEDE. Hybrid risk level: CRITICAL; hybrid score: 73.70; detector agreement: TWO METHODS AGREE. This record is an investigation candidate requiring verification, not a finding of fraud or corruption."
267678,18,Karnataka,167,BELLARY(ST),3042359,E. TUKARAM,Normal/Others,NA-Construction of community centers and community halls,Development of Shadi Mahal community hall work,Pending for Sanction,1700000.0,1700000.0,,,,,1.0,,,,,,,2026-02-15,,,,0,679,500000.0,613711.0778443114,1.898506861766624,3.4,6,,,1,20.0,LOW,1,35.0,MEDIUM,0,74.28456614713396,NONE,2,TWO METHODS AGREE,73.5,CRITICAL,P1,1,1,STANDARD,LOW,Rule detector produced a candidate signal with score 20.0; Statistical detector produced a candidate signal with score 35.0.,"Recommended amount: ₹1,700,000.00. Sanction amount: ₹1,700,000.00. Recommendation date: 2026-02-15. Peer-group size used by the feature set: 679. Peer median sanction amount: ₹500,000.00. Peer mean sanction amount: ₹613,711.08. Sanction peer z-score: 1.90. Missing-field count: 6. Attachment identifier is not present in the available record.",1. Confirm findings against original government records and supporting documents.,"Karnataka | BELLARY(ST) | MP: E. TUKARAM. Hybrid risk level: CRITICAL; hybrid score: 73.50; detector agreement: TWO METHODS AGREE. This record is an investigation candidate requiring verification, not a finding of fraud or corruption."
305518,2,Andhra Pradesh,15,ELURU,3042283,Putta Mahesh Kumar,Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Providing CC road from Plot no.49 to Plot no.55 in Seethapuram colony of Vatluru Village of Pedapadu Mandal,Pending for Sanction,2300000.0,2300000.0,,,,,1.0,,,,,,,2026-08-21,,,,0,216,500000.0,533727.2727272727,4.928458929594936,4.6,6,,,1,20.0,LOW,1,35.0,MEDIUM,0,73.87314982251692,NONE,2,TWO METHODS AGREE,73.4,CRITICAL,P1,1,1,STANDARD,LOW,Rule detector produced a candidate signal with score 20.0; Statistical detector produced a candidate signal with score 35.0.,"Recommended amount: ₹2,300,000.00. Sanction amount: ₹2,300,000.00. Recommendation date: 2026-08-21. Peer-group size used by the feature set: 216. Peer median sanction amount: ₹500,000.00. Peer mean sanction amount: ₹533,727.27. Sanction peer z-score: 4.93. Missing-field count: 6. Attachment identifier is not present in the available record.",1. Confirm findings against original government records and supporting documents.,"Andhra Pradesh | ELURU | MP: Putta Mahesh Kumar. Hybrid risk level: CRITICAL; hybrid score: 73.40; detector agreement: TWO METHODS AGREE. This record is an investigation candidate requiring verification, not a finding of fraud or corruption."
211273,25,Odisha,313,KENDRAPARA,3042430,BAIJAYANT PANDA,Normal/Others,NA-Construction of rooms and halls in school and colleges,"Construction of three classrooms of Naga Narayan Govt Higher Secondary School at GP Dangamal, Block - Rajnagar, Dist Kendrapara",Pending for Sanction,2400000.0,2400000.0,,,,,1.0,,,,,,,2025-06-23,,,,0,81,500000.0,666419.7530864198,4.492623588363408,4.8,6,,,1,20.0,LOW,1,35.0,MEDIUM,0,73.82483232392816,NONE,2,TWO METHODS AGREE,73.4,CRITICAL,P1,1,1,STANDARD,LOW,Rule detector produced a candidate signal with score 20.0; Statistical detector produced a candidate signal with score 35.0.,"Recommended amount: ₹2,400,000.00. Sanction amount: ₹2,400,000.00. Recommendation date: 2025-06-23. Peer-group size used by the feature set: 81. Peer median sanction amount: ₹500,000.00. Peer mean sanction amount: ₹666,419.75. Sanction peer z-score: 4.49. Missing-field count: 6. Attachment identifier is not present in the available record.",1. Confirm findings against original government records and supporting documents.,"Odisha | KENDRAPARA | MP: BAIJAYANT PANDA. Hybrid risk level: CRITICAL; hybrid score: 73.40; detector agreement: TWO METHODS AGREE. This record is an investigation candidate requiring verification, not a finding of fraud or corruption."
288612,25,Odisha,299,CUTTACK,3017437,Shri Bhartruhari Mahtab,Normal/Others,NA-Lighting of public spaces,"Installation of High Mast Electric Light at Bilahata, Village Mahamadpur, Mahamadpur G.P. Near Bila Hata Bazar, Cuttack (100 Watt X 16 Nos.)x Rs.60000 each with Pole",Pending for Sanction,960000.0,960000.0,,,,,1.0,,,,,,,2026-06-23,,,,0,62,30000.0,129838.70967741936,5.495312965375569,32.0,6,,,1,35.0,MEDIUM,1,35.0,MEDIUM,0,31.14899968426189,NONE,2,TWO METHODS AGREE,73.3,CRITICAL,P1,1,1,STANDARD,LOW,Rule detector produced a candidate signal with score 35.0; Statistical detector produced a candidate signal with score 35.0.,"Recommended amount: ₹960,000.00. Sanction amount: ₹960,000.00. Recommendation date: 2026-06-23. Peer-group size used by the feature set: 62. Peer median sanction amount: ₹30,000.00. Peer mean sanction amount: ₹129,838.71. Sanction peer z-score: 5.50. Missing-field count: 6. Attachment identifier is not present in the available record.",1. Confirm findings against original government records and supporting documents.,"Odisha | CUTTACK | MP: Shri Bhartruhari Mahtab. Hybrid risk level: CRITICAL; hybrid score: 73.30; detector agreement: TWO METHODS AGREE. This record is an investigation candidate requiring verification, not a finding of fraud or corruption."
303016,2,Andhra Pradesh,4,VIJAYAWADA,3042292,Sivanath Kesineni,Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",reconstruction of the road from mnk road to thokapalli,Pending for Sanction,2200000.0,2200000.0,,,,,1.0,,,,,,,2026-08-11,,,,0,216,500000.0,533727.2727272727,4.649427336483894,4.4,6,,,1,20.0,LOW,1,35.0,MEDIUM,0,73.10485375584832,NONE,2,TWO METHODS AGREE,73.2,CRITICAL,P1,1,1,STANDARD,LOW,Rule detector produced a candidate signal with score 20.0; Statistical detector produced a candidate signal with score 35.0.,"Recommended amount: ₹2,200,000.00. Sanction amount: ₹2,200,000.00. Recommendation date: 2026-08-11. Peer-group size used by the feature set: 216. Peer median sanction amount: ₹500,000.00. Peer mean sanction amount: ₹533,727.27. Sanction peer z-score: 4.65. Missing-field count: 6. Attachment identifier is not present in the available record.",1. Confirm findings against original government records and supporting documents.,"Andhra Pradesh | VIJAYAWADA | MP: Sivanath Kesineni. Hybrid risk level: CRITICAL; hybrid score: 73.20; detector agreement: TWO METHODS AGREE. This record is an investigation candidate requiring verification, not a finding of fraud or corruption."
290081,25,Odisha,310,JAJPUR(SC),3042428,RABINDRA NARAYAN BEHERA,Normal/Others,NA-Street lights,"Installation of 20 numbers 30watt solar street light(white) Each of 39,999.00/- at Hata sahi Village,G.p-Rajendrapur, Block-Rasulpur. ",Pending for Sanction,799980.0,799980.0,,,,,1.0,,,,,,,2026-07-15,,,,0,140,170000.0,189020.37857142856,5.257202355804708,4.705764705882353,6,,,1,35.0,MEDIUM,1,35.0,MEDIUM,0,30.963383947109087,NONE,2,TWO METHODS AGREE,73.2,CRITICAL,P1,1,1,STANDARD,LOW,Rule detector produced a candidate signal with score 35.0; Statistical detector produced a candidate signal with score 35.0.,"Recommended amount: ₹799,980.00. Sanction amount: ₹799,980.00. Recommendation date: 2026-07-15. Peer-group size used by the feature set: 140. Peer median sanction amount: ₹170,000.00. Peer mean sanction amount: ₹189,020.38. Sanction peer z-score: 5.26. Missing-field count: 6. Attachment identifier is not present in the available record.",1. Confirm findings against original government records and supporting documents.,"Odisha | JAJPUR(SC) | MP: RABINDRA NARAYAN BEHERA. Hybrid risk level: CRITICAL; hybrid score: 73.20; detector agreement: TWO METHODS AGREE. This record is an investigation candidate requiring verification, not a finding of fraud or corruption."
312525,20,Madhya Pradesh,229,REWA,3019059,Janardan Mishra,Normal/Others,NA-Fitting of Sitting RCC Benches in Public Places,Fitting of Sitting RCC Benches in Public Places,Pending for Sanction,873480.0,873480.0,,,,,1.0,,,,,,,2026-09-05,,,,0,16,95452.5,316111.25,0.7743651944284915,9.150938948691758,6,,,1,35.0,MEDIUM,1,35.0,MEDIUM,0,30.80886362984012,NONE,2,TWO METHODS AGREE,73.2,CRITICAL,P1,1,1,STANDARD,LOW,Rule detector produced a candidate signal with score 35.0; Statistical detector produced a candidate signal with score 35.0.,"Recommended amount: ₹873,480.00. Sanction amount: ₹873,480.00. Recommendation date: 2026-09-05. Peer-group size used by the feature set: 16. Peer median sanction amount: ₹95,452.50. Peer mean sanction amount: ₹316,111.25. Sanction peer z-score: 0.77. Missing-field count: 6. Attachment identifier is not present in the available record.",1. Confirm findings against original government records and supporting documents.,"Madhya Pradesh | REWA | MP: Janardan Mishra. Hybrid risk level: CRITICAL; hybrid score: 73.20; detector agreement: TWO METHODS AGREE. This record is an investigation candidate requiring verification, not a finding of fraud or corruption."
252768,21,Maharashtra,250,NAGPUR,3019087,Nitin Jairam Gadkari,Normal/Others,NA-Improvement of electricity distribution infrastructure,"Shifting of existing overhead electrical distribution line to underground system as a saftey measure along with installation of Electrical Poles and Street Lights at Rashtriya Swayamsevak Sangh Office, Mahal, Nagpur.",Pending for Sanction,2200000.0,2200000.0,,,,,1.0,,,,,,,2025-12-08,,,,0,18,748000.0,879888.8888888889,3.1275489080385714,2.9411764705882355,6,,,1,20.0,LOW,1,35.0,MEDIUM,0,71.81367624405598,NONE,2,TWO METHODS AGREE,72.8,CRITICAL,P1,1,1,STANDARD,LOW,Rule detector produced a candidate signal with score 20.0; Statistical detector produced a candidate signal with score 35.0.,"Recommended amount: ₹2,200,000.00. Sanction amount: ₹2,200,000.00. Recommendation date: 2025-12-08. Peer-group size used by the feature set: 18. Peer median sanction amount: ₹748,000.00. Peer mean sanction amount: ₹879,888.89. Sanction peer z-score: 3.13. Missing-field count: 6. Attachment identifier is not present in the available record.",1. Confirm findings against original government records and supporting documents.,"Maharashtra | NAGPUR | MP: Nitin Jairam Gadkari. Hybrid risk level: CRITICAL; hybrid score: 72.80; detector agreement: TWO METHODS AGREE. This record is an investigation candidate requiring verification, not a finding of fraud or corruption."
295928,33,Uttar Pradesh,495,SULTANPUR,3042530,RAMBHUAL NISHAD,Normal/Others,NA-Purchase of books and periodicals for libraries/digitization of library books,"Regarding releasing the sanctioned amount of Rs. 08 lakhs by uploading the book purchase scheme for the financial year 2026-27 online on Sakshi portal as recommended under MPLADS guidelines on April 1, 2023.",Pending for Sanction,800000.0,800000.0,,,,,1.0,,,,,,,2026-07-16,,,,0,116,100000.0,284655.1724137931,0.7372340734831396,8.0,6,,,1,35.0,MEDIUM,1,35.0,MEDIUM,0,29.644938144033983,NONE,2,TWO METHODS AGREE,72.8,CRITICAL,P1,1,1,STANDARD,LOW,Rule detector produced a candidate signal with score 35.0; Statistical detector produced a candidate signal with score 35.0.,"Recommended amount: ₹800,000.00. Sanction amount: ₹800,000.00. Recommendation date: 2026-07-16. Peer-group size used by the feature set: 116. Peer median sanction amount: ₹100,000.00. Peer mean sanction amount: ₹284,655.17. Sanction peer z-score: 0.74. Missing-field count: 6. Attachment identifier is not present in the available record.",1. Confirm findings against original government records and supporting documents.,"Uttar Pradesh | SULTANPUR | MP: RAMBHUAL NISHAD. Hybrid risk level: CRITICAL; hybrid score: 72.80; detector agreement: TWO METHODS AGREE. This record is an investigation candidate requiring verification, not a finding of fraud or corruption."
296026,33,Uttar Pradesh,495,SULTANPUR,3042530,RAMBHUAL NISHAD,Normal/Others,NA-Purchase of books and periodicals for libraries/digitization of library books,"Regarding releasing the sanctioned amount of Rs. 08 lakhs by uploading the book purchase scheme for the financial year 2026-27 online on Sakshi portal as recommended under MPLADS guidelines on April 1, 2023.",Pending for Sanction,800000.0,800000.0,,,,,1.0,,,,,,,2026-07-16,,,,0,116,100000.0,284655.1724137931,0.7372340734831396,8.0,6,,,1,35.0,MEDIUM,1,35.0,MEDIUM,0,29.644938144033983,NONE,2,TWO METHODS AGREE,72.8,CRITICAL,P1,1,1,STANDARD,LOW,Rule detector produced a candidate signal with score 35.0; Statistical detector produced a candidate signal with score 35.0.,"Recommended amount: ₹800,000.00. Sanction amount: ₹800,000.00. Recommendation date: 2026-07-16. Peer-group size used by the feature set: 116. Peer median sanction amount: ₹100,000.00. Peer mean sanction amount: ₹284,655.17. Sanction peer z-score: 0.74. Missing-field count: 6. Attachment identifier is not present in the available record.",1. Confirm findings against original government records and supporting documents.,"Uttar Pradesh | SULTANPUR | MP: RAMBHUAL NISHAD. Hybrid risk level: CRITICAL; hybrid score: 72.80; detector agreement: TWO METHODS AGREE. This record is an investigation candidate requiring verification, not a finding of fraud or corruption."
296028,33,Uttar Pradesh,495,SULTANPUR,3042530,RAMBHUAL NISHAD,Normal/Others,NA-Purchase of books and periodicals for libraries/digitization of library books,"Regarding releasing the sanctioned amount of Rs. 08 lakhs by uploading the book purchase scheme for the financial year 2026-27 online on Sakshi portal as recommended under MPLADS guidelines on April 1, 2023.",Pending for Sanction,800000.0,800000.0,,,,,1.0,,,,,,,2026-07-16,,,,0,116,100000.0,284655.1724137931,0.7372340734831396,8.0,6,,,1,35.0,MEDIUM,1,35.0,MEDIUM,0,29.644938144033983,NONE,2,TWO METHODS AGREE,72.8,CRITICAL,P1,1,1,STANDARD,LOW,Rule detector produced a candidate signal with score 35.0; Statistical detector produced a candidate signal with score 35.0.,"Recommended amount: ₹800,000.00. Sanction amount: ₹800,000.00. Recommendation date: 2026-07-16. Peer-group size used by the feature set: 116. Peer median sanction amount: ₹100,000.00. Peer mean sanction amount: ₹284,655.17. Sanction peer z-score: 0.74. Missing-field count: 6. Attachment identifier is not present in the available record.",1. Confirm findings against original government records and supporting documents.,"Uttar Pradesh | SULTANPUR | MP: RAMBHUAL NISHAD. Hybrid risk level: CRITICAL; hybrid score: 72.80; detector agreement: TWO METHODS AGREE. This record is an investigation candidate requiring verification, not a finding of fraud or corruption."
227474,28,Rajasthan,334,AJMER,3019130,Bhagirath Chaudhary,Normal/Others,WS/MP719/2025-2026/227474-Construction of community centers and community halls,CONSTRUCTION OF COMMUNITY Hall NEAR VEER TEJAJI MAHARAJ TEMPLE BHOGADEET,Work Completed,495140.0,495140.0,494567.0,494567.0,0.9988427515450176,0.9988427515450176,1.0,14.0,14.0,0.0,14.0,60.0,200.0,2025-08-18,2026-03-10,259.0,101.0,1,1,495140.0,495140.0,,1.0,0,,,1,35.0,MEDIUM,1,25.0,LOW,1,99.99904321784972,HIGH,3,RULE + STATISTICAL + ML,72.7,CRITICAL,P1,1,0,SPARSE_PEER,HIGH,Rule detector produced a candidate signal with score 35.0; Statistical detector produced a candidate signal with score 25.0; Isolation Forest produced an ML anomaly signal at the 100.00th percentile.,"Recommended amount: ₹495,140.00. Sanction amount: ₹495,140.00. Reported actual expenditure: ₹494,567.00. Recorded fund disbursement: ₹494,567.00. Actual-to-sanction ratio: 99.9%. Disbursed-to-sanction ratio: 99.9%. Payment transaction count: 14. Unique vendor count: 14. Successful payment count: 0. In-progress payment count: 14. Payments per 30 days: 60. Payments per 100 days: 200. Recommendation date: 2025-08-18. Sanction date: 2026-03-10. Reported completion duration: 259 days. Recorded payment activity occurred 101 days after reported completion. Peer-group size used by the feature set: 1. Missing-field count: 0. Attachment identifier is not present in the available record.","1. Verify the individual payment transactions and supporting payment records. 2. Verify vendor identities, work orders, and supporting procurement records. 3. Verify the reported completion date against payment and measurement records. 4. Peer comparison is weak because fewer than 10 comparable works are available. 5. Confirm findings against original government records and supporting documents.","Rajasthan | AJMER | MP: Bhagirath Chaudhary. Hybrid risk level: CRITICAL; hybrid score: 72.70; detector agreement: RULE + STATISTICAL + ML. This record is an investigation candidate requiring verification, not a finding of fraud or corruption."
178543,28,Rajasthan,353,BHILWARA,3042447,DAMODAR AGARWAL,Normal/Others,WS/MP18162/2025-2026/178543-Construction of community centers and community halls,Pakshi Ghar Nirman Kary TEJA JI KE STHAN ke pas Vill-Lambiya Khurd GP Lambiya Khurd PS Banera,Physical Inspection,500000.0,500000.0,491529.0,491529.0,0.983058,0.983058,1.0,11.0,10.0,1.0,10.0,30.0,100.0,2025-03-19,2025-08-28,,,0,1,500000.0,500000.0,,1.0,1,2358006.0,True,1,35.0,MEDIUM,1,13.0,LOW,1,99.9866050498962,HIGH,3,RULE + STATISTICAL + ML,72.7,CRITICAL,P1,1,0,SPARSE_PEER,MEDIUM,Rule detector produced a candidate signal with score 35.0; Statistical detector produced a candidate signal with score 13.0; Isolation Forest produced an ML anomaly signal at the 99.99th percentile.,"Recommended amount: ₹500,000.00. Sanction amount: ₹500,000.00. Reported actual expenditure: ₹491,529.00. Recorded fund disbursement: ₹491,529.00. Actual-to-sanction ratio: 98.3%. Disbursed-to-sanction ratio: 98.3%. Payment transaction count: 11. Unique vendor count: 10. Successful payment count: 1. In-progress payment count: 10. Payments per 30 days: 30. Payments per 100 days: 100. Recommendation date: 2025-03-19. Sanction date: 2025-08-28. Peer-group size used by the feature set: 1. Missing-field count: 1. Attachment identifier is present. File status: True.","1. Verify the individual payment transactions and supporting payment records. 2. Verify vendor identities, work orders, and supporting procurement records. 3. Peer comparison is weak because fewer than 10 comparable works are available. 4. Confirm findings against original government records and supporting documents.","Rajasthan | BHILWARA | MP: DAMODAR AGARWAL. Hybrid risk level: CRITICAL; hybrid score: 72.70; detector agreement: RULE + STATISTICAL + ML. This record is an investigation candidate requiring verification, not a finding of fraud or corruption."
186128,28,Rajasthan,353,BHILWARA,3042447,DAMODAR AGARWAL,Normal/Others,"WS/MP18162/2025-2026/186128-Construction of roads, link roads, pathways or any other road with or without drainage system",SC Mauhalle me CC Sadak may Nali Nirman Ward No.4 Sthit RA.U.Ma.Vi. Singoli se Anganwari kendra tak GP-Singoli PS-Mandalgarh,Work partially Completed,500000.0,500000.0,,490910.0,,0.98182,1.0,21.0,13.0,1.0,20.0,126.0,420.0,2025-03-29,2025-05-08,,,0,1,500000.0,500000.0,,1.0,2,,,1,35.0,MEDIUM,1,25.0,LOW,1,99.98469148559565,HIGH,3,RULE + STATISTICAL + ML,72.7,CRITICAL,P1,1,0,SPARSE_PEER,LOW,Rule detector produced a candidate signal with score 35.0; Statistical detector produced a candidate signal with score 25.0; Isolation Forest produced an ML anomaly signal at the 99.98th percentile.,"Recommended amount: ₹500,000.00. Sanction amount: ₹500,000.00. Recorded fund disbursement: ₹490,910.00. Disbursed-to-sanction ratio: 98.2%. Payment transaction count: 21. Unique vendor count: 13. Successful payment count: 1. In-progress payment count: 20. Payments per 30 days: 126. Payments per 100 days: 420. Recommendation date: 2025-03-29. Sanction date: 2025-05-08. Peer-group size used by the feature set: 1. Missing-field count: 2. Attachment identifier is not present in the available record.","1. Verify the individual payment transactions and supporting payment records. 2. Verify vendor identities, work orders, and supporting procurement records. 3. Peer comparison is weak because fewer than 10 comparable works are available. 4. Confirm findings against original government records and supporting documents.","Rajasthan | BHILWARA | MP: DAMODAR AGARWAL. Hybrid risk level: CRITICAL; hybrid score: 72.70; detector agreement: RULE + STATISTICAL + ML. This record is an investigation candidate requiring verification, not a finding of fraud or corruption."
230890,28,Rajasthan,334,AJMER,3019130,Bhagirath Chaudhary,Normal/Others,WS/MP719/2025-2026/230890-Construction of community centers and community halls,"Construction of open Tibar near  Chowki Wali Mataji village Madarpura, Gram Panchayat Rasulpura",Physical Inspection,499974.0,499974.0,,285163.0,,0.5703556584942417,1.0,25.0,25.0,2.0,23.0,4.237288135593221,14.124293785310735,2025-09-02,2026-01-15,,,0,1,499974.0,499974.0,,1.0,2,,,1,35.0,MEDIUM,1,23.0,LOW,1,99.98182113914484,HIGH,3,RULE + STATISTICAL + ML,72.6,CRITICAL,P1,1,0,SPARSE_PEER,LOW,Rule detector produced a candidate signal with score 35.0; Statistical detector produced a candidate signal with score 23.0; Isolation Forest produced an ML anomaly signal at the 99.98th percentile.,"Recommended amount: ₹499,974.00. Sanction amount: ₹499,974.00. Recorded fund disbursement: ₹285,163.00. Disbursed-to-sanction ratio: 57.0%. Payment transaction count: 25. Unique vendor count: 25. Successful payment count: 2. In-progress payment count: 23. Payments per 30 days: 4.24. Payments per 100 days: 14.12. Recommendation date: 2025-09-02. Sanction date: 2026-01-15. Peer-group size used by the feature set: 1. Missing-field count: 2. Attachment identifier is not present in the available record.","1. Verify the individual payment transactions and supporting payment records. 2. Verify vendor identities, work orders, and supporting procurement records. 3. Peer comparison is weak because fewer than 10 comparable works are available. 4. Confirm findings against original government records and supporting documents.","Rajasthan | AJMER | MP: Bhagirath Chaudhary. Hybrid risk level: CRITICAL; hybrid score: 72.60; detector agreement: RULE + STATISTICAL + ML. This record is an investigation candidate requiring verification, not a finding of fraud or corruption."
